survey_idno,sid,file_id,vid,name,labl,var_intrvl,var_dcml,var_wgt,var_start_pos,var_end_pos,var_width,var_imputation,var_security,var_respunit,var_qstn_preqtxt,var_qstn_qstnlit,var_qstn_postqtxt,var_qstn_ivulnstr,var_universe,var_sumstat,var_txt,var_catgry,var_codinstr,var_concept,var_format,var_notes
DANE-DCD-EEVV-2019,696,F23,V1363,P_PMAN_IRIS,"Probable manera de muerte",discrete,0,,,,,,"El acceso a microdatos y Mam-up se considera como de tratamiento especial respecto a la reserva estadística por tanto estará sujeto a la reglamentación que para el efecto defina el Comité de Aseguramiento de la reserva estadística. Resolución 173 de 2008.",,"Entidad Administradora en Salud, a la que pertenecía el fallecido  (para muerte fetal, o de menor de un año la entidad administradora a la que pertenecía la madre)

1 = Entidad promotora de salud   
2 = Entidad promotora de salud - Subsidiado
3 = Entidad adaptada de salud   
4 = Entidad especial de salud    
5 = Entidad exceptuada de salud                
9 = Sin información","Probable manera de muerte con opciones IRIS

Este nuevo campo reemplaza las variables PMAN_MUER y MAN MUER, de probable manera de muerte, utilizadas en bases del año 2018 hacia atrás.

0 = Natural (Enfermedad)
1 = Homicidio
2 = Accidente
3 = Pendiente de investigación
4 = Suicidio (Autolesión)
5 = No se pudo determinar
6 = Desconocido (No completado)
8 = Intervención legal
9 = Guerra","Certificado de defunción expedido por

1 = Médico tratante                                                                  
2 = Médico no tratante                                                             
3 = Médico legista                                                                
4 = Personal de salud autorizado                                            
5 = Funcionario del registro  civil                                    
6 = Otro                                                  
9 = Sin información",,"Hecho vital, nacido vivo o defunción, ocurrido en el territorio nacional en cada año calendario.","[{""value"":""0"",""type"":""vald"",""wgtd"":null},{""value"":""0"",""type"":""invd"",""wgtd"":null}]",,"[{""value"":""0"",""labl"":""Natural (Enfermedad)"",""is_missing"":null,""stats"":[]},{""value"":""1"",""labl"":""Homicidio"",""is_missing"":null,""stats"":[]},{""value"":""2"",""labl"":""Accidente"",""is_missing"":null,""stats"":[]},{""value"":""3"",""labl"":""Pendiente de investigaci\u00f3n"",""is_missing"":null,""stats"":[]},{""value"":""4"",""labl"":""Suicidio (Autolesi\u00f3n)"",""is_missing"":null,""stats"":[]},{""value"":""5"",""labl"":""No se pudo determinar"",""is_missing"":null,""stats"":[]},{""value"":""6"",""labl"":""Desconocido (No completado)"",""is_missing"":null,""stats"":[]},{""value"":""8"",""labl"":""Intervenci\u00f3n legal"",""is_missing"":null,""stats"":[]},{""value"":""9"",""labl"":""Guerra"",""is_missing"":null,""stats"":[]}]",,[],"{""type"":""numeric"",""schema"":""other"",""category"":null,""name"":null}",
